OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
21-1094,Community Health Workers,detailed,"48,130",1.9,19.30,"40,150",0.7,10.85,13.62,17.45,23.07,30.23,"22,570","28,340","36,300","47,990","62,880",,
43-5030,Dispatchers,broad,"292,570",0.8,19.30,"40,140",0.4,11.02,13.95,18.00,23.25,29.34,"22,930","29,010","37,440","48,360","61,020",,
47-2230,Solar Photovoltaic Installers,broad,"6,870",12.0,19.26,"40,070",1.9,13.24,15.49,18.19,22.46,27.24,"27,540","32,210","37,830","46,720","56,670",,
47-2231,Solar Photovoltaic Installers,detailed,"6,870",12.0,19.26,"40,070",1.9,13.24,15.49,18.19,22.46,27.24,"27,540","32,210","37,830","46,720","56,670",,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"166,920",1.1,19.26,"40,060",0.5,10.93,13.63,17.81,23.35,29.85,"22,740","28,350","37,050","48,580","62,080",,
51-5111,Prepress Technicians and Workers,detailed,"35,330",2.1,19.26,"40,060",0.8,10.92,14.24,18.40,23.37,28.89,"22,710","29,610","38,270","48,610","60,090",,
27-2022,Coaches and Scouts,detailed,"224,110",1.4,*,"40,050",0.8,*,*,*,*,*,"17,930","20,140","31,000","48,590","70,050",TRUE,
33-9093,Transportation Security Screeners,detailed,"41,820",0.4,19.25,"40,050",0.7,16.33,17.55,18.90,20.35,22.60,"33,970","36,500","39,310","42,320","47,020",,
43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"95,630",1.0,19.23,"40,000",0.4,11.67,14.39,18.27,23.28,28.73,"24,270","29,940","38,010","48,420","59,770",,
49-9011,Mechanical Door Repairers,detailed,"17,930",5.8,19.18,"39,900",1.1,12.16,15.13,18.34,22.58,27.74,"25,300","31,460","38,160","46,960","57,700",,
39-1000,Supervisors of Personal Care and Service Workers,minor,"208,040",0.8,19.17,"39,870",0.4,10.78,13.56,17.71,23.28,29.61,"22,420","28,200","36,840","48,430","61,590",,
51-7030,"Model Makers and Patternmakers, Wood",broad,"2,180",8.2,19.16,"39,840",3.0,10.49,13.20,17.18,22.78,32.99,"21,820","27,460","35,720","47,380","68,620",,
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"26,890",4.3,19.07,"39,670",1.3,10.79,13.92,18.17,23.42,28.92,"22,440","28,960","37,790","48,720","60,160",,
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,750",3.8,19.05,"39,620",0.9,11.46,14.47,18.39,22.86,28.23,"23,830","30,100","38,250","47,540","58,720",,
43-9040,Insurance Claims and Policy Processing Clerks,broad,"262,910",2.0,19.02,"39,560",0.5,12.42,14.72,18.04,22.43,27.60,"25,830","30,630","37,530","46,650","57,400",,
43-9041,Insurance Claims and Policy Processing Clerks,detailed,"262,910",2.0,19.02,"39,560",0.5,12.42,14.72,18.04,22.43,27.60,"25,830","30,630","37,530","46,650","57,400",,
47-4099,"Construction and Related Workers, All Other",detailed,"32,420",3.7,18.99,"39,500",1.3,11.16,13.68,17.45,22.55,28.80,"23,200","28,460","36,300","46,900","59,900",,
49-3051,Motorboat Mechanics and Service Technicians,detailed,"20,440",3.8,18.99,"39,500",1.1,10.97,14.20,18.41,23.17,28.23,"22,820","29,550","38,280","48,200","58,730",,
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,"508,590",0.7,18.95,"39,410",0.4,10.16,12.97,17.31,23.14,29.88,"21,140","26,980","36,000","48,130","62,150",,
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"508,590",0.7,18.95,"39,410",0.4,10.16,12.97,17.31,23.14,29.88,"21,140","26,980","36,000","48,130","62,150",,
41-9090,Miscellaneous Sales and Related Workers,broad,"91,760",1.7,18.93,"39,370",0.9,9.21,11.25,15.35,22.82,32.48,"19,160","23,390","31,940","47,470","67,560",,
43-6000,Secretaries and Administrative Assistants,minor,"3,680,630",0.3,18.93,"39,360",0.1,10.76,13.63,17.55,22.92,29.15,"22,390","28,340","36,500","47,670","60,640",,
43-6010,Secretaries and Administrative Assistants,broad,"3,680,630",0.3,18.93,"39,360",0.1,10.76,13.63,17.55,22.92,29.15,"22,390","28,340","36,500","47,670","60,640",,
41-0000,Sales and Related Occupations,major,"14,462,120",0.2,18.90,"39,320",0.2,8.50,9.30,12.34,21.52,36.70,"17,680","19,350","25,660","44,760","76,340",,
47-4090,Miscellaneous Construction and Related Workers,broad,"33,660",3.7,18.86,"39,220",1.3,11.08,13.61,17.31,22.40,28.64,"23,050","28,300","36,000","46,590","59,560",,
43-4130,Loan Interviewers and Clerks,broad,"216,380",1.7,18.85,"39,210",0.4,11.98,14.66,18.13,22.46,27.11,"24,920","30,480","37,710","46,720","56,400",,
43-4131,Loan Interviewers and Clerks,detailed,"216,380",1.7,18.85,"39,210",0.4,11.98,14.66,18.13,22.46,27.11,"24,920","30,480","37,710","46,720","56,400",,
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"138,910",0.8,18.84,"39,180",0.2,12.26,15.08,18.32,22.31,26.52,"25,500","31,360","38,100","46,400","55,160",,
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"138,910",0.8,18.84,"39,180",0.2,12.26,15.08,18.32,22.31,26.52,"25,500","31,360","38,100","46,400","55,160",,
25-2010,Preschool and Kindergarten Teachers,broad,"528,330",1.0,18.79,"39,090",0.9,9.61,11.85,16.51,23.68,31.07,"19,990","24,650","34,330","49,260","64,620",,
51-2040,Structural Metal Fabricators and Fitters,broad,"79,620",2.3,18.77,"39,040",0.7,11.84,14.38,17.81,22.30,27.56,"24,620","29,910","37,050","46,390","57,330",,
51-2041,Structural Metal Fabricators and Fitters,detailed,"79,620",2.3,18.77,"39,040",0.7,11.84,14.38,17.81,22.30,27.56,"24,620","29,910","37,050","46,390","57,330",,
51-9082,Medical Appliance Technicians,detailed,"14,640",8.2,18.76,"39,020",1.5,10.77,13.31,16.77,21.99,29.89,"22,400","27,680","34,890","45,730","62,160",,
19-4010,Agricultural and Food Science Technicians,broad,"20,260",2.8,18.75,"39,000",0.9,11.27,13.97,17.54,22.21,28.01,"23,450","29,050","36,480","46,200","58,270",,
19-4011,Agricultural and Food Science Technicians,detailed,"20,260",2.8,18.75,"39,000",0.9,11.27,13.97,17.54,22.21,28.01,"23,450","29,050","36,480","46,200","58,270",,
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,580,220",0.4,18.74,"38,990",0.1,11.03,14.22,17.91,22.56,27.84,"22,940","29,570","37,250","46,920","57,920",,
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,580,220",0.4,18.74,"38,990",0.1,11.03,14.22,17.91,22.56,27.84,"22,940","29,570","37,250","46,920","57,920",,
49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,"106,100",2.1,18.75,"38,990",0.6,10.69,13.46,17.71,22.91,28.65,"22,230","28,000","36,840","47,650","59,580",,
49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"106,100",2.1,18.75,"38,990",0.6,10.69,13.46,17.71,22.91,28.65,"22,230","28,000","36,840","47,650","59,580",,
49-9070,"Maintenance and Repair Workers, General",broad,"1,314,560",0.4,18.73,"38,950",0.2,10.44,13.41,17.61,23.05,28.88,"21,700","27,890","36,630","47,950","60,060",,
49-9071,"Maintenance and Repair Workers, General",detailed,"1,314,560",0.4,18.73,"38,950",0.2,10.44,13.41,17.61,23.05,28.88,"21,700","27,890","36,630","47,950","60,060",,
51-4000,Metal Workers and Plastic Workers,minor,"1,945,220",0.5,18.68,"38,850",0.2,11.06,13.80,17.66,22.59,28.13,"23,010","28,710","36,730","46,980","58,500",,
49-9030,Home Appliance Repairers,broad,"33,990",3.9,18.66,"38,820",1.2,10.41,13.28,17.40,22.84,29.19,"21,650","27,610","36,200","47,500","60,700",,
49-9031,Home Appliance Repairers,detailed,"33,990",3.9,18.66,"38,820",1.2,10.41,13.28,17.40,22.84,29.19,"21,650","27,610","36,200","47,500","60,700",,
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"25,850",4.6,18.66,"38,810",1.6,11.13,13.49,16.85,21.70,29.80,"23,140","28,060","35,040","45,140","61,980",,
43-4190,Miscellaneous Information and Record Clerks,broad,"177,210",1.2,18.64,"38,770",0.6,11.43,14.19,18.26,22.36,26.31,"23,780","29,510","37,990","46,500","54,730",,
43-4199,"Information and Record Clerks, All Other",detailed,"177,210",1.2,18.64,"38,770",0.6,11.43,14.19,18.26,22.36,26.31,"23,780","29,510","37,990","46,500","54,730",,
41-3040,Travel Agents,broad,"66,560",1.8,18.63,"38,750",1.1,9.64,12.86,17.15,22.75,28.94,"20,050","26,760","35,660","47,320","60,200",,
41-3041,Travel Agents,detailed,"66,560",1.8,18.63,"38,750",1.1,9.64,12.86,17.15,22.75,28.94,"20,050","26,760","35,660","47,320","60,200",,
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"146,600",1.6,18.62,"38,720",0.5,11.73,14.19,17.80,22.36,27.34,"24,410","29,510","37,030","46,520","56,860",,
43-9022,Word Processors and Typists,detailed,"68,660",1.5,18.61,"38,710",1.4,12.16,14.92,18.08,21.89,25.85,"25,290","31,040","37,610","45,530","53,760",,
47-5070,"Roustabouts, Oil and Gas",broad,"71,790",3.3,18.61,"38,700",0.9,12.09,14.30,17.56,22.08,27.52,"25,160","29,750","36,510","45,930","57,240",,
47-5071,"Roustabouts, Oil and Gas",detailed,"71,790",3.3,18.61,"38,700",0.9,12.09,14.30,17.56,22.08,27.52,"25,160","29,750","36,510","45,930","57,240",,
39-1020,First-Line Supervisors of Personal Service Workers,broad,"177,700",0.9,18.59,"38,670",0.4,10.69,13.29,17.17,22.42,28.77,"22,230","27,650","35,710","46,630","59,840",,
39-1021,First-Line Supervisors of Personal Service Workers,detailed,"177,700",0.9,18.59,"38,670",0.4,10.69,13.29,17.17,22.42,28.77,"22,230","27,650","35,710","46,630","59,840",,
49-9063,Musical Instrument Repairers and Tuners,detailed,"7,730",7.4,18.55,"38,590",2.0,9.59,12.68,17.14,22.70,29.46,"19,960","26,380","35,660","47,210","61,290",,
53-6090,Miscellaneous Transportation Workers,broad,"37,900",5.7,18.52,"38,520",1.7,9.68,12.26,17.74,23.99,28.46,"20,140","25,500","36,890","49,910","59,190",,
53-6099,"Transportation Workers, All Other",detailed,"37,900",5.7,18.52,"38,520",1.7,9.68,12.26,17.74,23.99,28.46,"20,140","25,500","36,890","49,910","59,190",,
49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"37,080",2.5,18.52,"38,510",0.6,11.48,14.29,17.82,22.33,27.15,"23,870","29,720","37,050","46,450","56,470",,
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"20,570",3.1,18.47,"38,420",1.0,11.43,14.07,17.60,22.20,27.36,"23,780","29,260","36,600","46,170","56,910",,
51-7031,"Model Makers, Wood",detailed,"1,160",11.5,18.43,"38,330",4.3,10.26,12.48,16.15,20.36,33.26,"21,330","25,960","33,590","42,360","69,180",,
33-3040,Parking Enforcement Workers,broad,"8,710",2.8,18.40,"38,280",1.4,10.58,13.25,17.56,23.25,27.91,"22,000","27,570","36,530","48,360","58,060",,
33-3041,Parking Enforcement Workers,detailed,"8,710",2.8,18.40,"38,280",1.4,10.58,13.25,17.56,23.25,27.91,"22,000","27,570","36,530","48,360","58,060",,
19-4093,Forest and Conservation Technicians,detailed,"29,810",0.7,18.40,"38,260",0.2,12.23,13.73,17.04,22.20,26.38,"25,430","28,550","35,430","46,170","54,860",,
43-4030,"Court, Municipal, and License Clerks",broad,"130,190",1.0,18.38,"38,230",0.7,11.26,13.79,17.23,21.71,26.58,"23,420","28,680","35,850","45,150","55,290",,
43-4031,"Court, Municipal, and License Clerks",detailed,"130,190",1.0,18.38,"38,230",0.7,11.26,13.79,17.23,21.71,26.58,"23,420","28,680","35,850","45,150","55,290",,
47-4050,Highway Maintenance Workers,broad,"142,300",1.2,18.36,"38,200",0.3,11.35,14.15,17.75,22.21,26.38,"23,600","29,430","36,930","46,200","54,870",,
47-4051,Highway Maintenance Workers,detailed,"142,300",1.2,18.36,"38,200",0.3,11.35,14.15,17.75,22.21,26.38,"23,600","29,430","36,930","46,200","54,870",,
47-2043,Floor Sanders and Finishers,detailed,"4,700",9.8,18.35,"38,160",3.0,10.30,13.34,17.76,22.85,27.75,"21,420","27,750","36,930","47,530","57,730",,
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"40,140",3.4,18.31,"38,080",0.9,11.31,14.04,17.70,22.03,26.53,"23,520","29,210","36,810","45,820","55,180",,
21-1015,Rehabilitation Counselors,detailed,"101,630",1.7,18.29,"38,040",0.7,10.07,12.77,16.54,21.91,29.21,"20,950","26,550","34,390","45,580","60,750",,
53-3030,Driver/Sales Workers and Truck Drivers,broad,"2,922,450",0.5,18.28,"38,030",0.2,9.32,12.57,17.23,22.73,29.13,"19,380","26,140","35,850","47,280","60,580",,
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"41,880",4.6,18.23,"37,920",0.9,11.67,13.71,16.96,21.80,27.61,"24,280","28,510","35,280","45,350","57,420",,
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"41,880",4.6,18.23,"37,920",0.9,11.67,13.71,16.96,21.80,27.61,"24,280","28,510","35,280","45,350","57,420",,
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,"27,080",3.6,18.21,"37,880",1.0,10.59,13.26,17.00,22.15,28.20,"22,020","27,570","35,370","46,080","58,660",,
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"27,080",3.6,18.21,"37,880",1.0,10.59,13.26,17.00,22.15,28.20,"22,020","27,570","35,370","46,080","58,660",,
43-9080,Proofreaders and Copy Markers,broad,"10,810",4.4,18.12,"37,690",1.1,9.87,12.91,17.13,22.62,27.83,"20,530","26,850","35,630","47,050","57,880",,
43-9081,Proofreaders and Copy Markers,detailed,"10,810",4.4,18.12,"37,690",1.1,9.87,12.91,17.13,22.62,27.83,"20,530","26,850","35,630","47,050","57,880",,
35-2013,"Cooks, Private Household",detailed,380,25.0,18.12,"37,680",12.0,9.46,10.50,12.65,18.47,37.33,"19,670","21,840","26,300","38,420","77,650",,
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"14,840",4.6,18.11,"37,660",1.2,10.96,13.42,17.06,21.63,26.67,"22,790","27,920","35,480","44,990","55,480",,
45-4020,Logging Workers,broad,"38,700",2.2,18.10,"37,640",1.0,10.96,13.90,17.41,21.63,26.16,"22,800","28,900","36,210","44,980","54,410",,
51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",broad,"80,150",2.3,18.08,"37,610",0.8,10.29,12.77,16.32,21.69,28.45,"21,410","26,560","33,950","45,120","59,170",,
51-9140,Semiconductor Processors,broad,"24,230",9.1,18.08,"37,600",1.2,12.17,13.96,17.01,21.15,26.36,"25,310","29,040","35,390","44,000","54,820",,
51-9141,Semiconductor Processors,detailed,"24,230",9.1,18.08,"37,600",1.2,12.17,13.96,17.01,21.15,26.36,"25,310","29,040","35,390","44,000","54,820",,
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"53,080",5.5,18.07,"37,590",1.0,11.51,14.00,17.38,21.66,26.13,"23,950","29,120","36,150","45,050","54,360",,
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"10,220",3.5,18.07,"37,590",1.3,10.72,13.11,17.09,21.82,26.85,"22,310","27,280","35,550","45,400","55,840",,
39-1012,Slot Supervisors,detailed,"7,700",3.5,18.05,"37,550",1.2,9.89,12.35,17.16,22.45,28.32,"20,580","25,680","35,680","46,690","58,900",,
39-4000,Funeral Service Workers,minor,"64,470",1.7,18.01,"37,460",1.1,9.00,10.78,14.79,22.46,30.91,"18,720","22,420","30,770","46,720","64,280",,
25-3000,Other Teachers and Instructors,minor,"1,182,320",0.9,17.99,"37,420",0.7,8.95,10.81,14.79,21.69,31.03,"18,620","22,480","30,760","45,110","64,550",,
45-4023,Log Graders and Scalers,detailed,"2,740",6.4,17.99,"37,420",1.6,11.51,13.94,17.36,21.48,25.60,"23,940","28,990","36,110","44,690","53,240",,
49-3092,Recreational Vehicle Service Technicians,detailed,"11,970",5.2,17.97,"37,380",1.2,11.06,13.81,17.15,21.36,26.78,"23,010","28,730","35,670","44,430","55,690",,
41-9012,Models,detailed,"4,460",16.3,17.91,"37,240",7.4,8.20,9.03,13.23,20.81,26.28,"17,050","18,780","27,530","43,290","54,670",,
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"91,400",2.2,17.87,"37,160",1.1,10.16,13.18,17.17,21.93,27.19,"21,140","27,420","35,710","45,610","56,560",,
49-9064,Watch Repairers,detailed,"2,200",11.3,17.84,"37,110",4.0,9.29,11.52,16.71,22.22,27.99,"19,320","23,960","34,750","46,220","58,220",,
51-9120,Painting Workers,broad,"156,550",1.4,17.84,"37,110",0.5,10.52,12.92,16.51,21.29,27.36,"21,890","26,880","34,340","44,290","56,910",,
47-5080,Helpers--Extraction Workers,broad,"22,820",4.6,17.83,"37,080",1.1,11.88,13.82,17.19,21.36,24.63,"24,700","28,740","35,760","44,430","51,230",,
47-5081,Helpers--Extraction Workers,detailed,"22,820",4.6,17.83,"37,080",1.1,11.88,13.82,17.19,21.36,24.63,"24,700","28,740","35,760","44,430","51,230",,
53-7190,Miscellaneous Material Moving Workers,broad,"21,740",4.0,17.82,"37,060",2.8,9.30,10.48,14.60,23.32,32.22,"19,340","21,790","30,360","48,510","67,010",,
53-7199,"Material Moving Workers, All Other",detailed,"21,740",4.0,17.82,"37,060",2.8,9.30,10.48,14.60,23.32,32.22,"19,340","21,790","30,360","48,510","67,010",,
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"355,620",1.1,17.81,"37,050",0.5,9.48,11.90,15.98,22.18,29.01,"19,720","24,750","33,240","46,120","60,330",,
51-5112,Printing Press Operators,detailed,"168,330",1.2,17.80,"37,020",0.5,9.84,12.79,16.94,21.93,27.31,"20,460","26,590","35,240","45,610","56,800",,
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,"19,650",3.3,17.77,"36,970",1.1,10.88,13.41,17.00,21.46,26.44,"22,620","27,890","35,360","44,630","55,000",,
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"19,650",3.3,17.77,"36,970",1.1,10.88,13.41,17.00,21.46,26.44,"22,620","27,890","35,360","44,630","55,000",,
45-4022,Logging Equipment Operators,detailed,"27,290",2.7,17.76,"36,930",1.0,10.92,13.86,17.45,21.43,24.45,"22,720","28,820","36,290","44,570","50,860",,
31-9091,Dental Assistants,detailed,"323,110",0.9,17.75,"36,920",0.4,12.00,14.22,17.30,21.09,24.35,"24,950","29,580","35,980","43,860","50,660",,
31-9099,"Healthcare Support Workers, All Other",detailed,"95,290",1.8,17.75,"36,920",0.8,10.39,13.24,17.20,21.46,25.44,"21,620","27,540","35,780","44,640","52,920",,
39-7012,Travel Guides,detailed,"2,810",10.7,17.75,"36,920",2.3,9.59,12.78,16.43,21.54,27.55,"19,940","26,590","34,180","44,800","57,300",,
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,650",3.5,17.75,"36,910",2.0,10.70,13.16,16.86,21.68,26.66,"22,250","27,370","35,070","45,080","55,450",,
29-2080,"Opticians, Dispensing",broad,"73,520",1.9,17.70,"36,820",0.7,10.57,13.00,16.75,21.61,26.70,"21,980","27,030","34,840","44,940","55,530",,
29-2081,"Opticians, Dispensing",detailed,"73,520",1.9,17.70,"36,820",0.7,10.57,13.00,16.75,21.61,26.70,"21,980","27,030","34,840","44,940","55,530",,
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"138,810",3.1,17.68,"36,780",1.2,10.04,12.16,16.91,23.14,27.28,"20,870","25,290","35,170","48,130","56,750",,
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"138,810",3.1,17.68,"36,780",1.2,10.04,12.16,16.91,23.14,27.28,"20,870","25,290","35,170","48,130","56,750",,
29-2057,Ophthalmic Medical Technicians,detailed,"39,160",3.3,17.64,"36,690",0.7,11.68,13.95,16.99,20.66,24.42,"24,300","29,010","35,350","42,980","50,790",,
43-3000,Financial Clerks,minor,"3,179,250",0.3,17.63,"36,680",0.1,10.59,13.16,16.74,21.23,26.21,"22,030","27,380","34,830","44,150","54,530",,
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"99,270",1.6,17.63,"36,660",0.8,10.26,12.70,16.48,21.55,27.19,"21,340","26,420","34,270","44,820","56,550",,
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"123,780",1.9,17.62,"36,650",0.8,10.71,13.16,16.82,21.47,26.00,"22,280","27,370","34,990","44,660","54,090",,
47-2142,Paperhangers,detailed,"3,020",13.1,17.60,"36,610",4.2,10.21,12.86,16.15,20.79,27.99,"21,230","26,740","33,590","43,240","58,220",,
43-3010,Bill and Account Collectors,broad,"318,970",1.3,17.60,"36,600",0.4,11.02,13.33,16.56,20.57,25.74,"22,920","27,730","34,440","42,780","53,540",,
43-3011,Bill and Account Collectors,detailed,"318,970",1.3,17.60,"36,600",0.4,11.02,13.33,16.56,20.57,25.74,"22,920","27,730","34,440","42,780","53,540",,
47-2060,Construction Laborers,broad,"887,580",0.8,17.57,"36,550",0.3,9.92,12.20,15.34,20.80,29.36,"20,640","25,380","31,910","43,260","61,070",,
47-2061,Construction Laborers,detailed,"887,580",0.8,17.57,"36,550",0.3,9.92,12.20,15.34,20.80,29.36,"20,640","25,380","31,910","43,260","61,070",,
45-4000,"Forest, Conservation, and Logging Workers",minor,"45,570",2.0,17.53,"36,470",0.9,9.87,13.04,16.90,21.18,25.61,"20,530","27,120","35,150","44,050","53,280",,
