title,mediaType,eps,duration,startYr,finishYr,description,contentWarn,watched,watching,rating,votes,studio_primary,studios_colab,genre
Tiger Mask W,TV,34,5,2016,2017,"The main characters are Naoto Azuma and Takuma Fujii, two young pro wrestlers. They were trainees at a small wrestling organization called Zipangu pro wrestling, but it wound up getting crushed by the wicked pro wrestling organization Tiger's den. In retaliation, Naoto trains at the base of Mt. Fuji and becomes the new tiger mask, and Takuma meanwhile deliberately joins Tiger's den and becomes Tiger the dark. The legacy left behind by the original Tiger mask is inherited by a new wrestler...!",No,338,185,2.93,440,Toei Animation,No,Other
Angelique: Shiroi Tsubasa no Memoire,OVA,2,27,2000,2000,"Angelique is the queen of the cosmos in a lush fantasy world, with nine strong and handsome guardians at her command. What started as a simple reunion between friends turned into a nightmare when the recently deceased Arios came back from the dead with a sinister plan to kill both queens! Can the gang come together to save not only themselves, but Arios himself?",No,1014,39,2.686,492,Others,No,Fantasy
Dragon Ball,TV,34,,1986,1989,"A mysterious monkey-tailed boy named Goku teams up with a teenage computer-wiz girl named Bulma to search for the mystic Dragon Balls. According to legend, whoever collects all 7 Dragon Balls will have any one wish granted. Join Goku in this hilarious anime masterpiece, as he races and battles to save the world from the forces of darkness. Who will find the balls first?",Yes,4649,199,4.163,3100,Toei Animation,No,Adventure
Hyouga Senshi Gaislugger,TV,20,5,1977,1977,,No,10,4,2.5,11,Toei Animation,No,Other
30th Gundam Perfect Mission,Other,1,2,2009,2009,"Gundams furiously engage in battle across countrysides, in space, and beyond.",No,1129,22,2.937,619,Sunrise,No,Other
Metal Armor Dragonar,TV,34,8,1987,1988,"In the year 2087, the Giganos Empire wages a war against the Earth Alliance; and using giant machines called Metal Armors, it has an overwhelming advantage. Knowing this The Earth Alliance steals three prototype Metal Armors called the Dragonars, but in the midst of an attack the ship carrying them lands on a neutral space colony; the Giganos Empire responds in turn by orchestrating an attack to retrieve them. In the midst of the battle, three students, Kaine, Tapp and Light, inadvertently find the Dragonars and consequently become entrenched in a war that could take the lives of themselves and all humanity.",No,326,30,3.094,183,Sunrise,No,Other
Mahoraba: Heartful Days,TV,26,6,2005,2005,"Shiratori Ryushi is a young man who wants nothing more than to be a children’s book author. To accomplish his goal he moves to an old-style apartment in the middle of Tokyo, and at first, his humble abode seems heaven-sent… but not for long! In addition to meeting Aoba Kozue, his good-hearted landlady who isn’t entirely what she seems to be, Ryushi discovers that he has a whole cast of crazy neighbors to handle! What started out a dream has turned into a nightmare of chaotic proportions. Can Ryushi survive his stay in Tokyo?",No,3975,199,3.749,2625,J.C. Staff,No,Other
halyosy: White Line,Music Video,1,4,2016,2016,,No,38,0,2.039,20,Others,No,Other
The Law of Ueki,TV,34,9.5,2005,2006,"There's an adage that one man's trash is another man's treasure; but for Kosuke Ueki, one man's trash is another man's... tree?! Junior high school teacher Mr. K is in the running for the title of Celestial King. Candidates must select a junior high school student to endow powers upon, and then the students might fight each other mercilessly. The victorious student's benefactor will become the new Celestial King! Kosuke was Mr. K's choice, and for his power, he chose the ability to turn trash into trees. Furthermore, if he uses his abilities to harm others, he will lose one of his natural talents. Now, Kosuke must battle a variety of other power users to help Mr. K win it all, all while keeping his talents intact!",No,4649,199,3.913,3100,Studio Deen,No,Other
Shinano Mainichi Shinbun,Other,1,1,2007,2007,,No,131,1,1.987,84,Others,No,Other
Meng Ta Xue Mi Cheng,Web,12,4,2018,2018,,No,23,22,3.196,22,Others,No,Other
Pinocchio-P: All I Need Are Things I like,Music Video,1,5,2016,2016,,No,50,0,2.899,24,Others,No,Other
Sky Girls,OVA,1,28,2006,2006,"In the year 2079 CE, malevolent creatures known as Worms arrived in our galaxy, wiping out mankind quickly and efficiently. Finally, when the war's outcome seemed to favor the invaders, humanity united and nuked its own planet in order to survive. Though the Worms were defeated, 50% of the Earth's land mass submerged under the ocean, and 90% of all young men were killed in battle. Now, several years later, the Worms have returned. The world's best hope for survival is the genius Karen, the swordswoman Otoha and quick-thinking Eika; together, they make up the Sonic Diver Unit, a mechanized unit capable of taking down the Worms! Yet the powers that be are skeptical of its force and aptitude. Can the girls prove their worth, and take down the enemy?",No,2363,59,3.072,1342,J.C. Staff,No,Other
Seraph of the End: Battle in Nagoya Specials,DVD Special,4,3,2015,2016,,No,2099,91,3.792,1141,Others,No,Other
Boku no Lyric no Bouyomi: Asayake to Nettaigyo,Music Video,1,2,2018,2018,,No,61,1,2.429,39,Others,No,Other
Choco Kyouju no Oheya,Other,1,1,2016,2016,,No,20,0,1.677,11,Others,No,Other
Koukou Butouden Crows,OVA,2,45,1994,1994,"Bouya Harumichi is a new transfer student to Suzuran all-boys high school, a place where only the worst delinquents assemble. Due to its large amount of delinquents who are hated by the general people for their inauspiciousness, similarly to crows, it is also known as ""Crows High School"". Harumichi is an insanely strong fighter but has an irresponsible personality. How will he act in this new environment where everyone is a delinquent?",No,126,11,3.369,100,Others,No,Other
Tantei Opera Milky Holmes: Alternative,TV Special,2,35,2012,2012,,No,403,20,2.884,266,J.C. Staff,No,Comedy
Fairy gone Part II,TV,12,10,2019,2019,Continuation of Fairy gone.,Yes,819,199,3.328,649,Others,No,Drama
Sensual Phrase,TV,34,10,1999,2000,"Santa, the drummer of CLIMB, has just left the band after finding his girlfriend in the arms of a friend. Along with Yuki, the lead guitarist, they start their own band called ""Lucifer, The Fallen Angel,"" and set out to find new band-mates. Recruitment is not easy, however, and on a search to find a vocalist the duo runs across a promising bass guitarist and a local hotel's piano player and singer who has been wowing patrons daily. With little time to spare, can the two round up the talent they desire, or will Sakuya let his anti-social personality hold him, and his newfound band, back?",No,1284,168,3.678,983,Others,No,Drama
Yoshida no Time Slip Fumai-kou,Web,3,4,2018,2018,,No,19,2,1.625,14,Others,No,Other
RIN-NE CM,Other,1,1,2009,2009,A Kyoukai no Rinne commercial.,No,146,3,2.751,92,Others,No,Other
Binchou-tan,TV,12,12,2006,2006,"In a remote area of the countryside lives Binchou-tan: a pint-sized and carefree girl who takes odd jobs in a nearby town whenever she is running low on rice. Her bus rides take place within the talons of a soaring bird and her everyday tasks are quiet and uneventful; but her friends make every day a fun surprise. With two pink-haired sisters, a lonely affluent girl and the televised musings of the strange muffin-like Pukashu, Binchou-tan will live her life one happy day at a time!",No,962,58,3.208,665,Studio Deen,No,Other
Code Geass: Lelouch of the Rebellion Picture Drama,DVD Special,9,4,2007,2007,,No,4649,52,3.501,3100,Sunrise,No,Other
Knights Hunter OVA,OVA,2,27,1999,2000,"After Akira and his sister Kaori are falsely assumed dead in the accident that killed their parents, they are now seeking revenge on the organization responsible for the deaths, even if it means breaking the law. Weiss Kreuz is asked to stop this duo from committing their illegal activities, but Aya and Yoji are the only two who accept the mission. While carrying out their plans, the entire Weiss team finds themselves in the lair of death and deceit. Will the organization's ruthless plan mean the fall of Weiss?",No,1162,17,3.356,604,Others,No,Drama
Melody,Web,1,8,2008,2008,"A young rabbit who loves to play the piano reminisces sadly about a loved one who recently passed. In sadness, the rabbit remembers and cherishes the time they spent together.",No,182,1,2.508,120,Others,No,Other
Miracle Train: Chuo-sen e Youkoso,DVD Special,1,1,2009,2009,,No,51,2,2.476,27,Others,No,Other
Ugokie Kori no Tatehiki,Movie,1,11,1967,1970,"Under the pale glow of a full moon, the night air is filled with spirits and magic -- mere humans would do well to stay at home on nights like these. If you happen to be a shapeshifting fox, however, the time is ripe for a exploring a run down temple nearby, no matter how ghastly its appearance may be. As it happens, sometimes appearances are not deceiving: the temple is haunted by a mischevious tanuki who does his damnedest to scare the intruder away! A fierce battle of wits between the mythical creatures starts. The tanuki seems to know every trick in the book, but the fox has been around the block a few times too...",No,239,1,2.109,161,Others,No,Other
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,DVD Special,6,3,2012,2013,,Yes,1721,91,2.622,1145,Others,No,Other
Mobile Suit Gundam 00 Second Season,TV,25,8,2008,2009,"Four years after Celestial Being's disastrous showdown with the Earth military, most of humanity is united under a single government: the Earth Sphere Federation. A-LAWS, an autonomous task force established in the name of preserving peace and security, is in reality responsible for the brutal and oppressive enforcement of the Federation government's will. The remnants of Celestial Being notice that the world is no better off in the wake of their actions four years ago, and in fact is largely worse. Feeling the need to take responsibility for their past actions and set things right, Setsuna and the rest of Celestial Being begin re-organizing, preparing to intervene in world affairs once again.",No,4649,199,4.38,3100,Sunrise,No,Other
